"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"132152","132152100058","国立市","半鐘（天保十二年在銘）","ハンショウ（テンポウジュウニネンザイメイ）","","","国立市登録有形文化財","工芸品","くにたち郷土文化館","132152","","東京都国立市谷保6231","東京都","国立市","谷保","6231","","35.679006","139.432637","","","","","","","","1860011","","","1000020132152","国立市","2007-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216086.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100059","国立市","半鐘（大正九年在銘）","ハンショウ（タイショウキュウネンザイメイ）","","","国立市登録有形文化財","工芸品","くにたち郷土文化館","132152","","東京都国立市谷保6231","東京都","国立市","谷保","6231","","35.679006","139.432637","","","","","","","","1860011","","","1000020132152","国立市","2007-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216086.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100060","国立市","本田定弘家文書","ホンダサダヒロケモンジョ","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","1000020132152","国立市","2000-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100061","国立市","加藤家文書","カトウケモンジョ","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","","個人","2003-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100062","国立市","佐藤康胤家文書","サトウヤスタネケモンジョ","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","","個人","2004-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100063","国立市","谷保天満宮古文書","ヤボテンマングウコモンジョ","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","5012405000412","宗教法人谷保天満宮","2005-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100064","国立市","西野家文書","ニシノケモンジョ","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","","個人","2006-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100065","国立市","佐伯麟之助家文書","サエキリンノスケケモンジョ","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","","個人","2008-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100066","国立市","三田敬次家文書","ミタケイジケモンジョ","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","","個人","2008-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100067","国立市","矢澤一弘家文書","ヤザワカズヒロケモンジョ","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","","個人","2009-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100068","国立市","佐伯友作家文書","サエキユウサクケモンジョ","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","","個人","2009-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100069","国立市","太田南畝歌扇面","オオタナンボウタセンメン","","","国立市登録有形文化財","古文書","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","","個人","2010-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216308.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100070","国立市","甲野勇氏資料","コウノイサムシシリョウ","","","国立市登録有形文化財","歴史資料","くにたち郷土文化館","132152","","東京都国立市谷保6231","東京都","国立市","谷保","6231","","35.679006","139.432637","","","","","","","","1860011","","","1000020132152","国立市","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100071","国立市","神奈川県庁測定石","カナガワケンチョウソクテイセキ","","","国立市登録有形文化財","歴史資料","くにたち郷土文化館","132152","","東京都国立市谷保6231","東京都","国立市","谷保","6231","","35.679006","139.432637","","","","","","","","1860011","","","1000020132152","国立市","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100072","国立市","久保の地蔵菩薩像","クボノジゾウボサツゾウ","","","国立市登録有形文化財","歴史資料","南養寺","132152","","東京都国立市谷保6218","東京都","国立市","谷保","6218","","35.680552","139.432094","","","","","","","","1860011","","","2012405000365","宗教法人南養寺","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100073","国立市","千手観音供養塔","センジュカンノンクヨウトウ","","","国立市登録有形文化財","歴史資料","南養寺","132152","","東京都国立市谷保6218","東京都","国立市","谷保","6218","","35.68054","139.432489","","","","","","","","1860011","","","2012405000365","宗教法人南養寺","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100074","国立市","血文阿弥陀如来石塔","チブミアミダニョライセキトウ","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.68054","139.432489","","","","","","","","1860011","","","","滝之院墓地管理組合","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100075","国立市","融通念仏盟約塔","ユウヅウネンブツメイヤクトウ","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681288","139.443939","","","","","","","","1860011","","","","滝之院墓地管理組合","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100076","国立市","五智如来（像塔・文字塔）","ゴチニョライ（ゾウトウ・モジトウ）","","","国立市登録有形文化財","歴史資料","五智如来講","132152","","東京都国立市谷保6792-1","東京都","国立市","谷保","6792-1","","35.682543","139.429831","","","","","","","","1860011","","","","五智如来講","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100077","国立市","常夜燈（下谷保）","ジョウヤトウ（シモヤボ）","","","国立市登録有形文化財","歴史資料","常夜燈","132152","","東京都国立市谷保5118先","東京都","国立市","谷保","5118 先","","35.679383","139.447286","","","","","","","","1860011","","","","下谷保町会","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100078","国立市","常夜燈（久保）","ジョウヤトウ（クボ）","","","国立市登録有形文化財","歴史資料","南養寺","132152","","東京都国立市谷保6261","東京都","国立市","谷保","6261","","35.682177","139.43213","","","","","","","","1860011","","","2012405000365","宗教法人南養寺","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100079","国立市","常夜燈（青柳）","ジョウヤトウ（アオヤギ）","","","国立市登録有形文化財","歴史資料","常夜燈","132152","","東京都国立市青柳2-8-60","東京都","国立市","青柳2丁目","8-60","","35.683198","139.423512","","","","","","","","1860013","","","","青柳稲荷神社氏子代表","1999-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551216541.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100080","国立市","高札","コウサツ","","","国立市登録有形文化財","歴史資料","くにたち郷土文化館","132152","","東京都国立市谷保6231","東京都","国立市","谷保","6231","","35.679006","139.432637","","","","","","","","1860011","","","1000020132152","国立市","2000-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100081","国立市","延文の板碑","エンブンノイタビ","","","国立市登録有形文化財","歴史資料","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679363","139.44395","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2000-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100082","国立市","滝の院板碑","タキノインイタビ","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681288","139.443939","","","","","","","","1860011","","","","個人","2000-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100083","国立市","滝の院庚申塔","タキノインコウシントウ","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.68847","139.435692","","","","","","","","1860011","","","","滝之院墓地管理組合","2000-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100084","国立市","江戸街道庚申塔","エドカイドウコウシントウ","","","国立市登録有形文化財","歴史資料","庚申塔","132152","","東京都国立市西3-6-3","東京都","国立市","西3丁目","6-3","","35.68847","139.435692","","","","","","","","1860005","","","","個人","2000-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100085","国立市","本田道庚申塔","ホンダミチコウシントウ","","","国立市登録有形文化財","歴史資料","下谷保地域防災センター","132152","","東京都国立市谷保5066","東京都","国立市","谷保","5066","","35.679774","139.448894","","","","","","","","1860011","","","","下谷保町内会（有志）","2000-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100086","国立市","谷保天満宮燈籠","ヤボテンマングウトウロウ","","","国立市登録有形文化財","歴史資料","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679338","139.443936","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2001-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100087","国立市","滝の院不動明王","タキノインフドウミョウオウ","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681288","139.443939","","","","","","","","1860011","","","","滝之院墓地管理組合","2001-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100088","国立市","遠藤由晴墓","エンドウヨシハルハカ","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681288","139.443939","","","","","","","","1860011","","","","個人","2002-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100089","国立市","筆塚","フデヅカ","","","国立市登録有形文化財","歴史資料","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679338","139.443936","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2002-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100090","国立市","廻国供養石燈籠","カイコククヨウイシドウロウ","","","国立市登録有形文化財","歴史資料","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679338","139.443936","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2002-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551221771.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100091","国立市","アップライトピアノ","アップライトピアノ","","","国立市登録有形文化財","歴史資料","滝乃川学園","132152","","東京都国立市矢川3-16-1","東京都","国立市","矢川3丁目","16-1","","35.680229","139.43038","","","","","","","","1860015","","","1012405000085","社会福祉法人滝乃川学園","2003-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100092","国立市","谷保天満宮略縁記版木・典籍","ヤボテンマングウリャクエンギハンギ・テンセキ","","","国立市登録有形文化財","歴史資料","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679363","139.44395","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2003-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100093","国立市","聖観音立像（墓塔）","ショウカンノンリュウゾウ（ボトウ）","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681288","139.443939","","","","","","","","1860011","","","","滝之院墓地管理組合","2004-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100094","国立市","石橋供養塔（滝之院）","イシバシクヨウトウ（タキノイン）","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681288","139.443939","","","","","","","","1860011","","","","滝之院墓地管理組合","2004-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100095","国立市","石橋供養塔（青柳）","イシバシクヨウトウ（アオヤギ）","","","国立市登録有形文化財","歴史資料","青柳福祉センター","132152","","東京都国立市青柳2-8-60","東京都","国立市","青柳2丁目","8-60","","35.683198","139.423512","","","","","","","","1860013","","","","青柳稲荷神社講中","2004-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100096","国立市","石橋供養塔（矢川橋）","イシバシクヨウトウ（ヤガワバシ）","","","国立市登録有形文化財","歴史資料","矢川橋","132152","","東京都国立市矢川6792-1","東京都","国立市","矢川","6792-1","","35.682543","139.429831","","","","","","","","1860015","","","","個人","2004-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100097","国立市","馬頭観音塔（滝之院・寛政元年在銘）","バトウカンノントウ（タキノイン・カンセイガンネンザイメイ）","","","国立市登録有形文化財","歴史資料","滝乃院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681288","139.443939","","","","","","","","1860011","","","","滝之院墓地管理組合","2005-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100098","国立市","馬頭観音塔（青柳・嘉永二年在銘）","バトウカンノントウ（アオヤギ・カエイニネンザイメイ）","","","国立市登録有形文化財","歴史資料","青柳福祉センター","132152","","東京都国立市青柳2-8-60","東京都","国立市","青柳2丁目","8-60","","35.683198","139.423512","","","","","","","","1860013","","","","青柳稲荷神社講中","2005-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100099","国立市","馬頭観音塔（滝之院・文久二年在銘）","バトウカンノントウ（タキノイン・ブンキュウニネンザイメイ）","","","国立市登録有形文化財","歴史資料","滝乃院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681288","139.443939","","","","","","","","1860011","","","","滝之院墓地管理組合","2005-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100100","国立市","勅許御鋳師文書箱","チョッキョオンイモジモンジョバコ","","","国立市登録有形文化財","歴史資料","くにたち郷土文化館","132152","","東京都国立市谷保6231","東京都","国立市","谷保","6231","","35.679006","139.432637","","","","","","","","1860011","","","","個人","2007-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100101","国立市","手水石（安政三年在銘）","チョウズイシ（アンセイサンネンザイメイ）","","","国立市登録有形文化財","歴史資料","青柳地蔵堂","132152","","東京都国立市青柳2-8-1","東京都","国立市","青柳2丁目","8-1","","35.683323","139.423738","","","","","","","","1860013","","","","青柳稲荷神社講中","2007-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416263565.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100102","国立市","廻国供養塔（正徳二年在銘）","カイコククヨウトウ（ショウトクニネンザイメイ）","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681289","139.443944","","","","","","","","1860011","","","","個人","2008-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223021.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100103","国立市","廻国供養塔（正徳六年在銘）","カイコククヨウトウ（ショウトクロクネンザイメイ）","","","国立市登録有形文化財","歴史資料","滝之院","132152","","東京都国立市谷保5217","東京都","国立市","谷保","5217","","35.681289","139.443944","","","","","","","","1860011","","","","個人","2008-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223021.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100104","国立市","安楽寺天神画像版木","アンラクジテンジンガゾウハンギ","","","国立市登録有形文化財","歴史資料","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","","滝之院墓地管理組合","2010-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223021.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100105","国立市","谷保天満宮天神画像版木","ヤボテンマングウテンジンガゾウハンギ","","","国立市登録有形文化財","歴史資料","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","5012405000412","宗教法人谷保天満宮","2011-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223021.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100106","国立市","有栖川宮威仁親王殿下台臨記念碑","アリスガワノミヤタケヒトシンノウデンカタイリンキネンヒ","","","国立市登録有形文化財","歴史資料","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679338","139.443936","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2011-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223021.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100107","国立市","孝林道人詩碑","コウリンドウジンシヒ","","","国立市登録有形文化財","歴史資料","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679338","139.443936","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2011-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223021.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100108","国立市","三郎殿","サブロウデン","","","国立市登録有形文化財","歴史資料","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679363","139.44395","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2012-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223021.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100109","国立市","獅子神社","シシジンジャ","","","国立市登録有形文化財","歴史資料","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679363","139.44395","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2012-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223021.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100110","国立市","馬頭観音塔（安政五年在銘）","バトウカンノントウ（アンセイゴネンザイメイ）","","","国立市登録有形文化財","歴史資料","共同墓地","132152","","東京都国立市谷保4084","東京都","国立市","谷保","4084","","35.676028","139.450906","","","","","","","","1860011","","","","個人","2014-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223021.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100111","国立市","扁額「梅香山」「安楽寺」","ヘンガク「バイコウザン」「アンラクジ」","","","国立市登録有形文化財","書跡典籍","谷保天満宮","132152","","東京都国立市谷保5209","東京都","国立市","谷保","5209","","35.679363","139.44395","","","","","","","","1860011","","","5012405000412","宗教法人谷保天満宮","2004-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223235.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100112","国立市","本田家旧蔵篆刻印","ホンダケキュウゾウテンコクイン","","","国立市登録有形文化財","書跡典籍","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","1000020132152","国立市","2017-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223235.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100113","国立市","本田家旧蔵大幟附揮毫録","ホンダケキュウゾウオオノボリツケタリキゴウロク","","","国立市登録有形文化財","書跡典籍","非公開","132152","","東京都国立市非公開","東京都","国立市","","非公開","","","","","","","","","","","","","","1000020132152","国立市","2017-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1463551223235.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100114","国立市","坂下ほうぞう倉共同用具","サカシタホウゾウグラキョウドウヨウグ","","","国立市登録有形文化財","民俗","くにたち郷土文化館","132152","","東京都国立市谷保6231","東京都","国立市","谷保","6231","","35.679006","139.432637","","","","","","","","1860011","","","1000020132152","国立市","2000-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416608974.html","公開状況については、国立市ホームページをご確認ください。"
"132152","132152100115","国立市","祭礼幟旗","サイレイノボリバタ","","","国立市登録有形文化財","民俗","くにたち郷土文化館","132152","","東京都国立市谷保6231","東京都","国立市","谷保","6231","","35.679006","139.432637","","","","","","","","1860011","","","1000020132152","国立市","2001-04-01","","","","","","","","","","","http://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div03/Sec01/gyomu/0061/0062/0067/0071/1570416608974.html","公開状況については、国立市ホームページをご確認ください。"
